Time(h),ALP3 - 0.0 mM Lactate,ALP3 - 0.1 mM Lactate,ALP3 - 0.5 mM Lactate,ALP3 - 1.0 mM Lactate,ALP3 - 5.0 mM Lactate,ALP3 - 10 mM Lactate,ALP3 - 50 mM Lactate,ALP7 - 0.0 mM Lactate,ALP7 - 0.1 mM Lactate,ALP7 - 0.5 mM Lactate,ALP7 - 1.0 mM Lactate,ALP7 - 5.0 mM Lactate,ALP7 - 10 mM Lactate,ALP7 - 50 mM Lactate,ALP9 - 0.0 mM Lactate,ALP9 - 0.1 mM Lactate,ALP9 - 0.5 mM Lactate,ALP9 - 1.0 mM Lactate,ALP9 - 5.0 mM Lactate,ALP9 - 10 mM Lactate,ALP9 - 50 mM Lactate,ALP11 - 0.0 mM Lactate,ALP11 - 0.1 mM Lactate,ALP11 - 0.5 mM Lactate,ALP11 - 1.0 mM Lactate,ALP11 - 5.0 mM Lactate,ALP11 - 10 mM Lactate,ALP11 - 50 mM Lactate,PRD9 - 0.0 mM Lactate,PRD9 - 0.1 mM Lactate,PRD9 - 0.5 mM Lactate,PRD9 - 1.0 mM Lactate,PRD9 - 5.0 mM Lactate,PRD9 - 10 mM Lactate,PRD9 - 50 mM Lactate
0.016944444444444446,0.0004714045207910288,0.0,0.00047140452079103207,0.0008164965809277268,0.0004714045207910288,0.0004714045207910288,0.0,0.0003726779962499653,0.0,0.0,0.0,0.0004714045207910288,0.0,0.0,0.00047140452079103207,0.0,0.0,0.00047140452079103207,0.0,0.0004714045207910288,0.0004714045207910288,0.0003726779962499627,0.00047140452079103207,0.00047140452079103207,0.0,0.0,0.00047140452079103207,0.00047140452079103207,0.0004714045207910288,0.00047140452079103207,0.00047140452079103207,0.0,0.00047140452079103207,0.00047140452079103207,0.00047140452079103207
0.10027777777777777,0.000499999999999997,0.00047140452079103207,0.00047140452079103207,0.00047140452079103207,0.00047140452079103207,0.0,0.0,0.0003726779962499653,0.00047140452079103207,0.0,0.00047140452079103207,0.0,0.00047140452079103207,0.0,0.0005000000000000006,0.00047140452079103207,0.0,0.0,0.0,0.00047140452079103207,0.0,0.0004714045207910288,0.0,0.0,0.0,0.00047140452079103207,0.0,0.0,0.0004714045207910288,0.0,0.0,0.0,0.00047140452079103207,0.0008164965809277268,0.0
0.18416666666666667,0.0004714045207910288,0.00047140452079103207,0.00047140452079103207,0.00047140452079103207,0.0,0.00047140452079103207,0.00047140452079103207,0.0003726779962499653,0.00047140452079103207,0.0,0.0,0.0,0.0,0.00047140452079103207,0.00047140452079103207,0.0,0.0,0.0,0.0,0.0,0.00047140452079103207,0.0004714045207910288,0.00047140452079103207,0.0,0.00047140452079103207,0.00047140452079103207,0.00047140452079103207,0.0,0.0004714045207910288,0.0,0.00047140452079103207,0.00047140452079103207,0.0,0.00047140452079103207,0.0
0.2675,0.0004714045207910288,0.0,0.00047140452079103207,0.00047140452079103207,0.00047140452079103207,0.00047140452079103207,0.00047140452079103207,0.0006871842709362746,0.0,0.00047140452079103207,0.0,0.00047140452079103207,0.004714045207910318,0.00047140452079103207,0.001699673171197594,0.00047140452079103207,0.00047140452079103207,0.0,0.00047140452079103207,0.00047140452079103207,0.00047140452079103207,0.0009999999999999985,0.00047140452079103207,0.00047140452079103207,0.0,0.0,0.00047140452079103207,0.00047140452079103207,0.0005773502691896243,0.00047140452079103207,0.00047140452079103207,0.00047140452079103207,0.0,0.00047140452079103207,0.0
0.3511111111111111,0.0004714045207910288,0.0008164965809277268,0.00047140452079103207,0.0008164965809277268,0.00047140452079103207,0.0,0.00047140452079103207,0.0006871842709362746,0.00047140452079103207,0.0,0.0,0.00047140452079103207,0.0018856180831641283,0.0021602468994692888,0.0013437096247164236,0.00047140452079103207,0.00047140452079103207,0.00047140452079103207,0.00047140452079103207,0.00047140452079103207,0.00047140452079103207,0.0008975274678557499,0.00047140452079103207,0.0,0.0,0.0,0.00047140452079103207,0.00047140452079103207,0.0003726779962499653,0.00047140452079103207,0.0,0.0,0.00047140452079103207,0.00047140452079103207,0.0
0.43472222222222223,0.0004714045207910288,0.00047140452079103207,0.0,0.0008164965809277268,0.0016996731711975965,0.0,0.0,0.0004714045207910288,0.00047140452079103207,0.0,0.0,0.0,0.00047140452079103207,0.0030912061651652343,0.0009999999999999985,0.00047140452079103207,0.00047140452079103207,0.0,0.00047140452079103207,0.00047140452079103207,0.0009428090415820641,0.001247219128924647,0.00047140452079103207,0.00047140452079103207,0.0,0.00047140452079103207,0.00047140452079103207,0.00047140452079103207,0.000763762615825974,0.00047140452079103207,0.0,0.0,0.00047140452079103207,0.00047140452079103207,0.0
0.5183333333333333,0.0004714045207910288,0.0008164965809277268,0.00047140452079103207,0.0020548046676563273,0.0008164965809277268,0.00047140452079103207,0.00047140452079103207,0.000499999999999997,0.00047140452079103207,0.0,0.0,0.0,0.00047140452079103207,0.0008164965809277268,0.0006871842709362754,0.00047140452079103207,0.00047140452079103207,0.0,0.0,0.00047140452079103207,0.0008164965809277268,0.001247219128924647,0.00047140452079103207,0.00047140452079103207,0.0,0.0,0.00047140452079103207,0.00047140452079103207,0.000763762615825974,0.00047140452079103207,0.0,0.0,0.00047140452079103207,0.00047140452079103207,0.0
0.6016666666666667,0.0004714045207910288,0.00047140452079103207,0.00047140452079103207,0.0016996731711975963,0.00047140452079103207,0.00047140452079103207,0.0,0.0004714045207910288,0.00047140452079103207,0.0,0.00047140452079103207,0.0,0.002828427124746193,0.0021602468994692888,0.0012472191289246456,0.00047140452079103207,0.00047140452079103207,0.0,0.0,0.00047140452079103207,0.0008164965809277268,0.0014907119849998608,0.0,0.0,0.0,0.00047140452079103207,0.0,0.00047140452079103207,0.0011180339887498958,0.00047140452079103207,0.0,0.0,0.00047140452079103207,0.0008164965809277268,0.00047140452079103207
0.6852777777777778,0.0004714045207910288,0.00047140452079103207,0.00047140452079103207,0.0012472191289246482,0.0012472191289246482,0.00047140452079103207,0.00047140452079103207,0.0003726779962499627,0.00047140452079103207,0.0,0.0,0.00047140452079103207,0.0014142135623730965,0.0009428090415820641,0.0012472191289246456,0.00047140452079103207,0.00047140452079103207,0.0,0.0,0.0,0.00047140452079103207,0.0007453559924999306,0.00047140452079103207,0.0,0.0,0.00047140452079103207,0.00047140452079103207,0.0,0.000763762615825974,0.0,0.0,0.0,0.00047140452079103207,0.0008164965809277268,0.00047140452079103207
0.7688888888888888,0.0,0.00047140452079103207,0.00047140452079103207,0.0,0.0014142135623730965,0.00047140452079103207,0.00047140452079103207,0.0003726779962499627,0.00047140452079103207,0.00047140452079103207,0.0,0.00047140452079103207,0.0016996731711975965,0.00047140452079103207,0.001607275126832158,0.00047140452079103207,0.0,0.0,0.0,0.0,0.00047140452079103207,0.0003726779962499653,0.00047140452079103207,0.0,0.0,0.00047140452079103207,0.00047140452079103207,0.0,0.0012133516482134208,0.0,0.0,0.0,0.0,0.0009428090415820641,0.0
