Time(h),ALP7 - 0.1 mM Lactate,ALP7 - 0.2 mM Lactate,ALP7 - 0.3 mM Lactate,ALP7 - 0.5 mM Lactate,ALP7 - 1 mM Lactate,ALP7 - 2 mM Lactate,ALP7 - 3 mM Lactate,ALP7 - 5 mM Lactate,ALP7 - 10 mM Lactate,ALP7 - 20 mM Lactate,ALP7 - 30 mM Lactate,ALP7 - 50 mM Lactate
0.016944444444444446,0.00047140452079103207,0.0004714045207910288,0.0004714045207910288,0.0008164965809277239,0.00047140452079103207,0.001414213562373093,6.938893903907228e-18,0.0008164965809277239,0.00047140452079103207,0.0008164965809277239,0.0004714045207910288,6.938893903907228e-18
0.08583333333333333,0.0008164965809277239,0.0004714045207910288,0.0004714045207910288,0.0004714045207910288,6.938893903907228e-18,0.001885618083164125,0.0004714045207910288,0.0009428090415820609,6.938893903907228e-18,0.0004714045207910288,0.0004714045207910288,6.938893903907228e-18
0.16944444444444445,0.0004714045207910288,0.0004714045207910288,0.0004714045207910288,0.0004714045207910288,6.938893903907228e-18,0.001885618083164125,0.0004714045207910288,0.0009428090415820609,6.938893903907228e-18,0.0004714045207910288,0.0004714045207910288,6.938893903907228e-18
0.25333333333333335,0.0004714045207910288,0.0004714045207910288,0.0004714045207910288,0.0004714045207910288,0.00047140452079103207,0.001885618083164125,0.0004714045207910288,0.0009428090415820609,6.938893903907228e-18,0.0004714045207910288,0.0004714045207910288,6.938893903907228e-18
0.33666666666666667,0.0004714045207910288,0.0004714045207910288,0.0004714045207910288,0.0004714045207910288,6.938893903907228e-18,0.001885618083164125,0.0004714045207910288,0.0009428090415820609,6.938893903907228e-18,0.0004714045207910288,0.0004714045207910288,6.938893903907228e-18
0.42027777777777775,0.0004714045207910288,0.0004714045207910288,0.0004714045207910288,0.0004714045207910288,6.938893903907228e-18,0.001885618083164125,0.0004714045207910288,0.0009428090415820609,6.938893903907228e-18,0.0004714045207910288,0.0004714045207910288,6.938893903907228e-18
0.5036111111111111,0.0004714045207910288,0.0004714045207910288,0.0004714045207910288,0.0004714045207910288,6.938893903907228e-18,0.001885618083164125,0.0004714045207910288,0.0009428090415820609,6.938893903907228e-18,0.0004714045207910288,0.0004714045207910288,6.938893903907228e-18
0.5875,0.0004714045207910288,0.0004714045207910288,0.0004714045207910288,0.0004714045207910288,6.938893903907228e-18,0.0016996731711975941,0.0004714045207910288,0.0009428090415820609,6.938893903907228e-18,0.0004714045207910288,0.0004714045207910288,6.938893903907228e-18
0.6708333333333333,0.0004714045207910288,0.0004714045207910288,0.0004714045207910288,0.0004714045207910288,6.938893903907228e-18,0.0016996731711975941,0.0,0.0008164965809277239,6.938893903907228e-18,0.0004714045207910288,0.0004714045207910288,6.938893903907228e-18
0.7544444444444445,0.0004714045207910288,0.0004714045207910288,0.0004714045207910288,0.0004714045207910288,6.938893903907228e-18,0.0018856180831641283,0.0,0.00047140452079103207,6.938893903907228e-18,0.0004714045207910288,0.0004714045207910288,6.938893903907228e-18
0.8380555555555556,0.0004714045207910288,0.0004714045207910288,0.0004714045207910288,0.0004714045207910288,6.938893903907228e-18,0.0018856180831641283,0.0,0.0008164965809277239,6.938893903907228e-18,0.0004714045207910288,0.0004714045207910288,6.938893903907228e-18
0.9216666666666666,0.0004714045207910288,0.0004714045207910288,0.0004714045207910288,0.0004714045207910288,6.938893903907228e-18,0.0018856180831641283,0.0,0.00047140452079103207,0.0004714045207910288,0.0,0.0,0.0004714045207910288
1.0055555555555555,0.0004714045207910288,0.0004714045207910288,0.0004714045207910288,0.0008164965809277239,0.0004714045207910288,0.0018856180831641283,0.00047140452079103207,0.00047140452079103207,0.0004714045207910288,0.0,0.0,0.0004714045207910288
1.0891666666666666,0.0004714045207910288,0.0004714045207910288,0.0,0.0004714045207910288,0.0004714045207910288,0.0018856180831641283,0.00047140452079103207,0.00047140452079103207,0.0004714045207910288,0.00047140452079103207,0.00047140452079103207,0.0
1.1725,0.0004714045207910288,0.0,0.00047140452079103207,0.0008164965809277239,0.0004714045207910288,0.0018856180831641283,0.00047140452079103207,0.00047140452079103207,0.0004714045207910288,0.00047140452079103207,0.00047140452079103207,0.0004714045207910288
1.2561111111111112,0.0004714045207910288,0.0,0.00047140452079103207,0.0004714045207910288,0.0004714045207910288,0.0018856180831641283,0.00047140452079103207,0.00047140452079103207,0.0,0.00047140452079103207,0.00047140452079103207,0.0
1.3397222222222223,0.0004714045207910288,0.00047140452079103207,0.00047140452079103207,0.0008164965809277239,0.0004714045207910288,0.0023570226039551605,0.00047140452079103207,0.00047140452079103207,0.0,0.00047140452079103207,0.00047140452079103207,0.0
1.4233333333333333,0.0004714045207910288,0.00047140452079103207,0.0008164965809277268,0.0,0.0004714045207910288,0.0023570226039551605,0.00047140452079103207,0.00047140452079103207,0.0,0.00047140452079103207,0.00047140452079103207,0.0
1.5069444444444444,0.0004714045207910288,0.0012472191289246482,0.0008164965809277268,0.0,0.0004714045207910288,0.0023570226039551605,0.00047140452079103207,0.00047140452079103207,0.0,0.00047140452079103207,0.00047140452079103207,0.0
1.5902777777777777,0.0004714045207910288,0.00047140452079103207,0.0008164965809277268,0.0,0.0004714045207910288,0.0023570226039551605,0.00047140452079103207,0.0009428090415820641,0.0,0.00047140452079103207,0.00047140452079103207,0.0
1.6741666666666666,0.0004714045207910288,0.00047140452079103207,0.0012472191289246482,0.0,0.0004714045207910288,0.0018856180831641283,0.0,0.0009428090415820641,0.0,0.00047140452079103207,0.00047140452079103207,0.0
