Time(h),ALP3 - 0.0 mM Lactate,ALP3 - 0.1 mM Lactate,ALP3 - 0.5 mM Lactate,ALP3 - 1.0 mM Lactate,ALP3 - 5.0 mM Lactate,ALP3 - 10 mM Lactate,ALP3 - 50 mM Lactate,ALP7 - 0.0 mM Lactate,ALP7 - 0.1 mM Lactate,ALP7 - 0.5 mM Lactate,ALP7 - 1.0 mM Lactate,ALP7 - 5.0 mM Lactate,ALP7 - 10 mM Lactate,ALP7 - 50 mM Lactate,ALP9 - 0.0 mM Lactate,ALP9 - 0.1 mM Lactate,ALP9 - 0.5 mM Lactate,ALP9 - 1.0 mM Lactate,ALP9 - 5.0 mM Lactate,ALP9 - 10 mM Lactate,ALP9 - 50 mM Lactate,ALP11 - 0.0 mM Lactate,ALP11 - 0.1 mM Lactate,ALP11 - 0.5 mM Lactate,ALP11 - 1.0 mM Lactate,ALP11 - 5.0 mM Lactate,ALP11 - 10 mM Lactate,ALP11 - 50 mM Lactate,PRD9 - 0.0 mM Lactate,PRD9 - 0.1 mM Lactate,PRD9 - 0.5 mM Lactate,PRD9 - 1.0 mM Lactate,PRD9 - 5.0 mM Lactate,PRD9 - 10 mM Lactate,PRD9 - 50 mM Lactate
0.016944444444444446,30.652307038195072,19.188414732667926,25.375973783362127,15.000066365025821,12.97606712584664,12.798312781656978,16.765542484196157,49.93081524337681,28.329544944279768,9.428090415820632,5.361071020760753,18.018180605908576,12.968216287828401,3.8821548771025935,16.43441281025158,9.243225897863347,16.009736880935794,15.343754990453194,23.27312234997741,27.621010921949676,9.243225897863374,13.494003797994917,9.243225897863374,16.351891002469934,11.460109173492125,9.243225897863374,27.729677693590123,13.232994232516367,19.966215395720013,9.243225897863374,12.755651739051446,31.426968052735425,9.243225897863374,11.151790201956159,11.33115447465062
0.1,40.416573027917984,0.0,20.253248897399697,31.223532745561084,11.570428831437955,9.065471553673685,11.180956152034094,32.443888277800866,0.0,12.940516257008712,28.28668767388642,27.80905582360416,11.8139853884392,24.503441439979298,19.356153014742766,21.508275646951283,8.130196897333434,9.243225897863347,37.33416698778191,18.486451795726722,12.442804093277598,20.66717162612971,8.174528755297334,0.0,12.755651739051446,18.486451795726747,8.075605029768237,9.243225897863347,26.39535438378404,21.330521302761618,24.455277037738174,16.009736880935794,8.14033855003411,27.158630137897458,16.009736880935794
0.1836111111111111,36.54481613561222,32.686022523030665,147.9407461486699,22.710265291903887,19.171117109037315,5.302445625733671,16.1464760119894,32.4109198331763,9.243225897863374,16.883505485722942,16.009736880935794,107.40137702561594,29.66740772635883,16.009736880935794,22.018820211865545,27.198738147967724,25.25613390167201,21.330521302761618,16.15312831150218,9.065471553673683,21.914306467313345,28.947065219124337,26.478682563835466,33.32692492544304,32.019473761871616,27.729677693590123,3.199578195414224,16.009736880935794,29.553324335852544,11.067973837481787,8.163163841694084,8.130196897333434,17.17607401074873,26.629950145966085,9.243225897863374
0.26722222222222225,32.11120566156854,9.065471553673683,4.870230259646921,11.006838871016942,35.14325212126957,49.96582205166176,18.915159264405755,40.51551541988073,16.009736880935794,11.67869795774747,27.729677693590094,12.940516257008712,16.009736880935794,16.00973688093582,22.570014470189705,13.948151382507035,24.84558126873691,29.460067850112544,20.71963284377245,9.065471553673685,28.975593832918673,19.43265089967261,23.099843902392948,16.009736880935794,16.009736880935794,24.17459080979649,16.02453194636182,16.009736880935794,27.81190215537347,28.8263623145984,8.163163841694084,11.144786298472035,18.527426619093298,19.815424135674604,24.455277037738174
0.35083333333333333,24.468098544675115,32.686022523030665,45.866564356623314,60.79713488241827,20.496548125328804,11.257935440948327,16.1464760119894,35.03066121691318,18.486451795726722,16.390509762867115,9.243225897863347,20.93871208562071,27.729677693590094,16.009736880935794,11.287871820978452,20.867689236758306,15.70185732553319,11.144786298472035,25.503038041787143,0.0,0.0,17.596872138049072,24.839300379203372,9.243225897863374,24.45527703773818,35.358372996515335,2.5383320350286462,32.019473761871616,27.310123018546363,8.030484084948881,48.113343329392634,5.86589335825946,9.243225897863374,27.19641466102108,16.2924244477188
0.43444444444444447,24.747851907182095,15.70185732553319,7.064094730105102,30.35921308017558,16.58267980942384,20.30850151754814,20.276061528491407,31.632926090651374,18.486451795726747,11.8139853884392,0.0,3.8821548771025935,9.243225897863374,18.486451795726747,10.731141598729016,12.969125241180626,18.432606119925115,0.0,17.69244321077356,13.1071283833034,15.405595866560855,25.827028612832876,14.713961772620106,9.243225897863374,9.243225897863347,21.330521302761618,15.955229934465672,9.243225897863374,18.479431786727332,13.314975072983042,8.130196897333434,9.243225897863374,34.19727494669364,15.701857325533213,10.94597338214041
0.5180555555555556,33.118211318950536,18.130943107347367,37.77834083979476,26.910914151129393,16.526374976263046,7.88856983992275,34.408869213553544,33.76475956171542,16.00973688093582,24.032387334444746,0.0,11.67869795774747,9.243225897863374,16.009736880935794,24.455904029134572,20.646259529203917,18.292395825881275,30.104207423520165,25.160620069244615,0.0,10.689768372311924,17.590755212998364,12.638966433244237,18.527426619093298,18.486451795726722,35.358372996515335,22.135947674963628,9.243225897863374,12.05925828404971,15.989988832367292,11.19146771722074,9.243225897863347,39.46146441010899,18.130943107347395,38.47385916482453
0.6016666666666667,31.306105793861843,15.70185732553319,32.91414798126885,20.04751185657627,31.646264418011487,12.584429827740268,14.025823913230978,29.439202751753164,24.45527703773818,21.921065856476808,18.486451795726722,5.54593553871804,18.486451795726722,27.729677693590094,11.918875903981553,2.8000967342584024,8.894424920585509,18.432606119925115,12.117731550378657,8.894424920585509,15.720250592142795,18.150383062617607,17.47163608526204,17.05052432880784,32.019473761871616,20.167873471052854,11.019335743742412,18.486451795726722,17.80289419475207,9.06547155367371,18.68789169023316,0.0,8.163163841694084,9.065471553673712,12.26504974908791
0.6852777777777778,40.28776603631679,18.74268409125216,10.253561853279564,11.257935440948327,31.462518921573388,16.628512891379764,7.873720754116976,43.278364394794345,9.243225897863374,14.789161436581388,18.486451795726722,5.54593553871804,16.009736880935794,16.009736880935794,14.168048678361135,33.1344666500886,17.788849841171018,10.769148180721846,4.91551532061165,17.78884984117099,17.45942669596415,29.553695882014463,11.008072600889502,26.204752570596135,16.00973688093582,12.26504974908791,8.163163841694084,9.243225897863374,15.509180461254084,18.130943107347395,11.19146771722074,16.2924244477188,11.067973837481787,9.065471553673683,18.527426619093298
0.7688888888888888,41.58707379150182,24.914749101822714,18.77180685462896,19.071507832053232,25.081005688371818,23.09129546690466,20.276061528491407,39.71170558477447,16.00973688093582,28.506923883503127,9.243225897863347,8.081349812326142,9.243225897863374,16.009736880935794,17.564717418027396,6.094328186327107,7.688696689540657,10.88937193550788,22.099906923362187,16.241429696906494,3.015719156575629,26.085300455017176,7.994994416183639,13.193396351681873,9.243225897863374,8.130196897333434,12.442804093277598,9.243225897863374,13.759055171805281,8.030484084948881,12.26504974908791,21.330521302761618,26.486590239571566,0.0,13.335130427224582
0.8522222222222222,15.896302295666871,33.309767306272626,28.68147627501182,36.23484753867724,16.22537914842124,17.788849841171018,11.546597953422962,38.19768404897854,9.243225897863374,9.243225897863374,0.0,40.29028760110443,16.00973688093582,18.486451795726747,24.940751718767405,33.99321144764911,23.096650535641633,11.859233227447346,16.977894084809947,8.729713347982075,20.692389991455027,26.528000798429556,11.973264316172797,24.056671664696314,24.455277037738174,11.067973837481787,20.27646538971924,24.455277037738174,17.22690437366124,9.065471553673683,10.94597338214041,16.32632768338814,3.199578195414224,27.196414661021052,26.276397270262965
