k_b_p3,k_b_p11,k_op_succ,k_pt_lldr,k_pt_gfp,k_f_lldrcomplex,k_d_lldrmRNA,k_d_lldr,k_d_lldrcomplex,k_d_gfpmRNA,k_d_gfp,alpaga_basal,alpaga_act1,alpaga_act2,alpaga_k3,alpaga_k_act1,alpaga_k_act2,copy_nr,mumax,tc,cap,sigma,scale,score
5.475409794134224128e+00,3.199655031649244030e+00,7.672735204186564850e+00,1.556656948177585376e+00,3.157854373208361043e+00,7.117579791144288848e+00,2.128785594189454233e+00,4.779666754551221253e+00,7.011512140356621181e+00,4.567104351903731541e+00,4.969073323937542655e-03,8.731256879965966888e+00,1.177569537281802914e+00,1.684552764803566527e+00,9.350883518670050876e+01,4.669381247028760384e+01,6.600376913189353445e+01,4.740105464820529413e+00,5.171878744010142137e-01,1.092111212554543975e+01,3.670556229999999975e-01,4.059893975633356078e+00,4.645294286475449326e+02,1.748626771717111580e+06
4.304434698522249469e+00,3.156788810610943741e-01,4.416848458427815594e+00,6.145278843854764084e+00,3.235491921471062238e+00,3.415785096474765137e+00,7.552273429369813940e+00,2.868769043787263495e+00,8.064254203860370396e+00,9.168912816720228065e+00,6.935814962122355525e-04,6.140831109569520052e+00,3.855438054385899704e+00,9.309737745698589251e+00,1.544096978123656427e+01,4.031030634416526226e+01,6.956148570229319716e+01,4.856298324390706078e+00,4.695999079960553879e-01,1.047294871923071291e+01,3.629669511070835464e-01,4.072107762196399250e+00,6.068053004493243634e+02,1.749783403727271827e+06
3.150361977238812727e+00,8.507114969559122386e+00,2.922792004305826641e+00,1.876227146087519948e+00,8.186569923730672826e+00,1.986308632915922745e+00,1.998605474795629000e+00,1.543639229494588649e+00,6.210881348537375501e+00,4.807118924983128788e-02,1.241791849843471712e-02,9.123710835212694548e+00,7.539795287288955095e+00,2.538474803832025284e+00,9.378773964959880516e+01,3.028285365753140823e+01,4.340021996786006753e+00,5.070183001047602112e+00,5.139270133805232676e-01,1.055677017413187180e+01,3.383707600315123409e-01,4.325246404180162152e+00,1.138931988227666992e+01,1.750188087123536970e+06
3.241188755199484461e+00,3.597142159143036810e+00,2.303403099749929961e-01,2.842510143017084268e+00,8.601841221946477489e+00,4.328952148812104106e+00,6.728031984671233090e+00,2.951909116103529129e+00,4.973268821648016313e+00,8.656855977540759639e+00,2.065789143716930884e-03,2.996252657095128669e+00,2.752714244336904592e+00,8.813629978705424861e+00,8.225406138904729403e+01,1.015741621715730076e+02,3.522266896575660411e+01,5.200843303814236762e+00,5.119334025147307399e-01,1.083811862755606192e+01,3.003182369999999879e-01,4.084579314325784694e+00,4.113821053955691696e+02,1.750303706511196215e+06
6.025395368223867898e+00,4.469752515262935155e+00,9.606719594487687530e+00,2.718130592185223904e+00,9.684993061541057102e+00,3.987470996319513183e+00,9.590778986434779441e+00,4.077997415318261432e+00,4.929916337300189078e+00,9.727197972460618347e-01,1.256570495910264845e-02,5.953137015818178668e+00,8.368956898366475272e+00,3.789954891558603656e+00,8.042590461732098106e+01,4.307352878266462071e+00,1.328015284363669046e+01,5.059483736409094767e+00,5.039948110637623158e-01,1.053018616431487864e+01,3.003182369999999879e-01,4.308369231185732673e+00,5.836795541116748609e+01,1.752326138836209662e+06
3.835358122724778163e+00,1.074357828540033255e+00,1.513274186605431781e+00,7.055488386565411218e+00,6.439942361404138005e+00,9.354606102786020116e+00,3.464643339213328233e+00,5.091094744385110893e+00,2.230751051952545083e+00,3.452244124078008292e-01,1.214825970598881755e-02,1.371327458092511442e+00,2.563602624903787319e+00,9.436333837408085179e-01,9.705371642378715080e+01,1.794578530856799148e+01,2.211379674316140864e+01,4.946271873244491246e+00,5.252986195117519408e-01,1.056212314241719419e+01,3.293937289460691642e-01,4.304174205891515115e+00,1.338999309940627427e+02,1.753384556787547888e+06
5.583760875480781927e+00,1.346896776502716220e+00,1.530541156714235296e+00,7.293476189744705351e+00,3.988725934130225692e+00,8.754782475975812162e+00,7.755303644689296227e+00,2.584104007525449109e+00,4.619990790703478289e+00,9.503987432521826761e+00,7.590701603698158783e-04,5.763562638116034087e+00,2.930376591142749287e+00,2.602868067630491833e+00,8.285385603947327127e+01,5.532359600850243453e+01,2.673178314760372043e+00,4.935495231848613606e+00,4.691191499999999848e-01,1.052307516345273797e+01,3.670556196405952987e-01,4.138222002909398789e+00,9.063765433315060136e+02,1.754882585297784535e+06
6.671455286517037564e+00,7.413359316373382413e+00,6.277367600678814163e+00,4.731884971939920526e+00,8.196692790166792975e+00,9.588159257889563580e-01,6.599819062849436868e+00,4.948939712107634392e+00,8.092523810244536264e+00,7.533257160905487693e-01,3.379421319634090103e-03,1.364773298359130527e+00,5.185446873275999513e-01,1.146742331202728948e+00,7.867539516428411162e+01,4.069906671806628395e+01,8.536588638836518328e+01,4.915367336029455636e+00,5.124206548035338260e-01,1.023442413758556135e+01,3.280387672363894169e-01,4.193177029506265363e+00,2.051011639642088937e+02,1.755090915395739023e+06
6.787422807158364435e+00,5.576284357250088419e+00,7.976506355898020928e+00,3.115876555596888142e+00,2.263651275891475634e-01,4.838676928340414740e+00,8.360047489417281597e+00,1.221312690858148198e+00,3.198191008301175309e+00,3.206271232646086822e-01,5.079613194967786891e-03,3.083194812386733208e+00,6.662934092068950598e+00,9.364112174982189174e+00,4.276444268942704952e+01,7.909340204287305198e+01,6.055180149611943818e+01,5.079828128727625014e+00,5.129215220138320097e-01,1.024442779522679459e+01,3.390144503027451295e-01,4.197275658499160400e+00,5.897649706293617555e+02,1.757793166001363657e+06
5.423560112385745313e+00,3.996518618626245800e+00,4.869098155966015362e+00,2.957792081085354852e+00,1.049092642943587617e+00,1.020043871916206379e+00,7.130622370545423028e-01,7.855095883876078489e+00,5.093986362474989704e+00,1.846905077171343335e+00,1.327142937920721246e-03,1.821187443795336536e-01,4.228418328047307106e+00,8.339563491565591846e+00,1.287704576176191607e+00,3.428178246964122877e+01,1.037652356405128273e+01,5.443353453942868292e+00,5.508556532796382577e-01,1.128147944290705951e+01,3.003182369999999879e-01,3.877118585997669342e+00,9.413250698093772826e+02,1.757995591607116628e+06
5.210072411587650443e+00,2.355972672424528902e-01,6.167955343252994993e+00,5.141161053056782393e+00,4.481348666230188904e+00,9.021498922881594495e+00,2.774650200714583015e+00,6.019395385341320903e+00,8.125305067249259494e+00,2.329319761413969125e+00,5.074422270018758528e-03,1.884817074770773981e+00,3.786111754021676656e+00,7.329828222641973312e+00,5.485047552821441741e+01,5.377565627665674697e+01,8.004796431331139672e+01,4.920149177865451584e+00,4.709596668760318572e-01,1.057685665465229619e+01,3.511277448888473485e-01,4.196627043997835038e+00,2.437518577309283501e+02,1.758194223058473784e+06
4.799677862256616301e+00,5.366305224544193564e+00,3.996024176554940688e+00,7.661813147832184256e+00,3.840698068239839502e-01,5.580689065195871379e+00,5.749109255859369938e+00,3.031840246951730489e+00,8.820314253168993091e+00,4.129071685565374183e-01,1.811325552781488726e-02,6.414013092987724818e+00,5.863675060842949094e+00,1.614263278383354649e-01,2.340976773006948974e+01,5.921680516454684629e+00,1.278501002487252336e+01,5.038820957151344260e+00,4.978296273689230000e-01,1.051933495020420395e+01,3.334916186901168977e-01,4.312396466967372888e+00,8.872087334653126618e+02,1.759982434867178788e+06
6.417708443651420680e+00,9.620888423904236930e+00,9.781291186543729310e+00,7.914908650879618257e+00,4.688348395247966316e+00,5.968093052070448046e+00,1.899103653334434760e+00,8.050890309623653707e+00,5.318970502223422159e+00,4.197777093951571281e+00,6.911956338980301644e-03,5.081936677369053301e-01,3.386841268978880048e+00,2.446140420449375075e+00,5.467367324466535194e+01,5.956997544662913668e+01,9.231383047550342269e+01,5.022163597256427359e+00,4.691191499999999848e-01,1.051552840649535447e+01,3.628438761991223394e-01,4.138385052072433901e+00,9.488222958697959939e+02,1.760057960855428595e+06
9.962761401009760931e+00,3.283760082765014410e+00,2.538148049156062847e+00,7.594648092035645170e+00,8.764101633644880707e+00,5.649288544870895379e+00,4.495518610220856637e+00,9.361604674776986101e+00,3.438281703978236514e+00,8.622685811638014286e+00,4.148949356566965056e-04,2.051974740974902289e+00,5.617114962327346639e+00,6.151734769034815642e+00,6.952779770428209360e+01,8.868724669295804119e+01,7.546393165785808321e+01,5.230343155620721163e+00,4.691191499999999848e-01,1.075415954775391647e+01,3.571161078766283414e-01,4.372437202388231192e+00,3.338880408470604380e+02,1.761083884998379275e+06
5.083289904597631192e+00,8.098215587664681081e+00,9.376008418337660189e+00,8.033253500386148716e+00,4.783450139035361204e+00,4.686290846193332804e+00,6.919075087621083142e+00,2.425028954480462406e+00,6.296842834889147866e+00,6.240839201361707451e-03,8.477354000596636768e-03,3.151067974493316992e+00,7.651286525532841942e+00,8.528673789445363695e+00,4.660048150959474356e+01,6.324532790871602117e+01,3.500701878492915853e+01,5.088336592673189607e+00,5.112677844902629998e-01,1.059421056976932540e+01,3.399993424952548193e-01,4.189651829877895750e+00,1.549625290999530414e+01,1.763291055652149953e+06
4.020520604157757028e+00,7.122151268411198721e+00,5.121976250373610817e+00,3.934324606812469760e+00,4.497142962729316018e+00,9.185658288736851418e+00,2.998493594859352296e+00,5.575561758056011286e+00,8.844669122134856565e+00,5.713203236644617711e+00,6.170880406009011249e-03,7.110471546187580039e+00,8.997438346104152274e+00,5.238252662138358495e-01,4.851397752736021829e+01,5.124075714616430410e+00,3.393505994991691921e+01,5.036895401363992164e+00,4.709969541167594587e-01,1.058792426602081527e+01,3.409139352150522551e-01,4.066603775711726598e+00,5.243211737411382956e+02,1.765423746504209703e+06
3.270226936057035072e+00,2.063369716327520198e+00,6.803319197381853201e+00,8.038393290092663790e+00,1.474276486848411949e+00,6.941392020832214627e+00,9.515965118488107777e+00,8.069103526635386103e+00,7.404988574757884301e+00,2.834020509511484764e+00,4.463958999212384784e-04,8.376475248628285186e+00,3.321297008185758237e+00,9.501585901138128065e+00,7.031397714184575420e+01,4.278334277328147550e+01,5.629978006288151704e+01,4.916242877669441569e+00,5.175182263391683302e-01,1.058438285784689370e+01,3.313699086106408620e-01,4.331007944673503474e+00,4.041340727088845028e+02,1.765483461383053567e+06
9.240078371397332901e+00,3.405968343380044505e+00,3.419033877838367097e+00,6.599121986884880720e+00,2.366545158440866992e+00,9.533119514814398343e+00,2.454616287331794933e+00,9.432414345631828567e+00,5.099335667412181472e+00,5.451546647908951826e+00,2.606835218978978668e-03,2.914177490762072775e+00,6.288731563377799816e+00,5.899542906287890354e+00,1.548124979937079893e+01,1.444630165491716234e+01,6.160062068768332288e+00,4.984845512245701826e+00,4.691191499999999848e-01,1.046527832400825453e+01,3.343318810769850269e-01,4.265139576466137505e+00,9.184618403548367951e+02,1.765859678413860034e+06
7.680897308183992855e+00,8.692951804094667168e+00,9.307256743080442263e+00,4.987611080728971302e+00,6.635069427325135827e+00,7.296798407563410471e+00,2.759755690567934572e+00,3.229546339668775801e+00,4.514930000211615280e+00,2.479334336752347046e+00,8.526985204013563802e-03,9.971359044852718512e+00,7.777180207880525664e+00,2.322282335044930424e+00,9.807783864034304599e+01,6.808842067078506943e+01,5.399098815962692299e+01,4.999414712713116771e+00,4.691191499999999848e-01,1.051628390923895218e+01,3.003182427498845009e-01,4.157512214488034097e+00,1.136823110997058421e+02,1.766114937544470653e+06
6.086806620519887190e+00,3.722253952139715327e+00,7.711682585201431905e+00,2.512544241484418350e+00,4.808797283506542009e+00,1.752921075437575249e+00,8.080902319769254660e+00,2.075073414037215347e+00,7.796097033292936018e+00,1.007364410126165488e+01,4.038812640226320874e-03,6.220229069972719849e+00,4.147490169861542952e+00,1.175602340021959513e+00,3.026707010599531245e+01,7.342400886742797006e+00,6.705546371491423940e+01,4.874180100984662367e+00,4.691191499999999848e-01,1.070746122803137901e+01,3.670556229999999975e-01,4.159177280001584265e+00,8.645699582843191138e+02,1.766911076628231443e+06
6.397723582133334475e+00,6.394483101306501105e+00,5.228926411922374839e+00,8.632358951557273841e+00,4.501882194230108492e-01,8.702519633926362630e+00,9.748626211288275556e+00,9.360517081001161088e+00,9.304775272170783040e+00,5.614833007003685456e-02,3.823479798912532424e-02,7.126386140352877874e+00,1.334734809812980538e+00,8.918333740952574473e+00,7.101061933267710913e+01,3.863453873221499180e+01,6.467244659498598480e+01,4.937320715046277897e+00,5.166448204772775554e-01,1.027863103984630833e+01,3.206950243555342639e-01,4.316457018078240893e+00,2.417589383238487528e+02,1.771935342577419709e+06
8.190627318128552048e+00,5.112648258875011287e+00,7.583488351353738111e+00,3.225027574328721836e-02,2.634707573253186608e-01,4.578261537209535881e+00,5.068591521207524764e+00,6.339114020825251217e+00,5.388404661260480788e-01,3.084448586327833142e-01,1.843885804179322060e-02,5.202100098279677454e+00,2.286005705751687156e+00,9.883264841927363875e+00,7.826706196087593526e+01,5.768483578006699020e+01,3.268090118961871582e+01,5.055426184843266668e+00,4.691191499999999848e-01,1.053563337900154195e+01,3.041025345514424827e-01,4.245735704335441341e+00,7.403280408566846518e+02,1.772325411498802714e+06
3.755478015248796098e+00,2.004863276377212067e+00,4.311422282733551548e+00,5.475332563310900902e+00,6.998312020695547808e+00,3.274105361536956416e+00,1.982290672753272420e-01,2.157007886578158118e+00,4.891457939824278789e+00,5.332834875288530174e-01,6.581442936345867009e-03,6.124162878999684506e-02,8.548667878974868017e+00,6.018938714635877929e+00,2.619018888141283696e+01,9.571877849721956011e+01,5.562587256298618854e+01,4.849717129611971878e+00,4.691191560235200009e-01,1.014154222977276554e+01,3.055849482699690700e-01,4.007722134824752480e+00,6.063519014412288044e+01,1.772466215600461233e+06
9.497756875183169356e+00,1.472254500137635702e+00,5.671188458953001721e+00,2.436666716592166715e+00,6.259534426796805384e+00,1.063564175413221768e+01,7.154663748972558857e+00,3.041978593049685653e+00,4.594181270325244704e+00,5.002312087888859615e+00,9.146052303134279832e-03,8.127808957265269640e+00,3.922553556900277183e+00,4.085646759522971294e+00,5.752353784186779251e+01,1.993336881366101920e+01,7.209302043722444431e+00,5.402468007076534739e+00,5.290849845783803795e-01,1.122280613524586812e+01,3.516497767441976730e-01,3.883772385272017402e+00,2.364462553994061693e+02,1.774330685307248030e+06
7.021719600421588048e+00,2.938769084579010205e+00,6.251838933889937167e+00,1.150377079595223950e+00,2.048378895305874803e+00,7.489868132952376634e+00,1.670058138870969211e+00,4.501220906404384436e+00,1.812941044207432739e+00,1.284467338302585304e+00,1.253315974502052042e-03,3.414274324301324715e+00,6.421713128180452923e-01,1.729144810548893352e+00,3.690269943441714418e+01,1.474799729082423738e+01,1.765892679143547528e-01,4.674589142902070726e+00,4.691191499999999848e-01,9.729543614643846539e+00,3.667990483307901339e-01,3.995552144145276152e+00,5.831161756275247399e+02,1.775013434956421843e+06
5.999163580940098939e+00,4.094403109892336801e+00,1.193895109092156570e+00,3.585211107264978936e-01,6.171610108951465890e+00,4.373407242875734902e+00,1.796296404053066675e+00,4.337185344579049584e+00,1.072649335638327761e+00,6.436137766115625602e+00,1.228866034069499074e-03,1.976831979456914468e+00,2.503066175264026860e+00,9.266124953092408134e+00,6.413811822834641418e+01,4.268985973227573005e+00,1.023395808069021529e+00,4.947565461728636649e+00,5.157772675584763045e-01,1.051981560212161959e+01,3.301875861487379438e-01,4.220644445828508395e+00,9.510319897265920872e+02,1.777772723270589486e+06
9.140330082866986672e+00,8.593558442677955433e-01,4.316994408851962284e+00,6.295440956795449239e+00,3.994282281617135055e+00,4.134464110933998349e+00,2.202817854185060487e+00,4.584710639034917712e+00,6.584557099360019983e+00,6.083370499932773789e+00,5.102493489274781109e-04,8.805166823988852087e+00,2.360369427515510488e+00,2.317898710947736252e+00,1.473484373605703546e+01,3.349750919073993316e+01,1.291565957282161037e+01,5.008306018058493514e+00,4.691191499999999848e-01,1.044671548865522759e+01,3.670556128482331815e-01,4.256135410810168551e+00,4.516955580393513969e+02,1.780436933316700626e+06
1.633171785034280288e-01,7.124936934936657806e+00,9.223101598887639696e+00,4.987011902099605543e+00,5.693431949795681568e+00,3.603384875123038178e+00,4.978260693630571332e+00,2.385116517063837094e+00,5.763288891389652946e+00,6.603246495216432699e+00,2.465745367631617078e-03,7.384159934771708400e+00,9.424157984597130167e+00,5.220795478137041812e+00,7.733575890510820727e+01,1.198421463363670192e+01,8.675790563648119758e+01,4.851496150056156864e+00,4.691191503567813115e-01,1.044251548075165203e+01,3.003182369999999879e-01,3.981085566266713283e+00,3.064916847632393910e+02,1.780791091267412528e+06
6.856405315028357705e+00,1.464844675032086041e+00,6.535757967915066580e+00,3.966815524296743334e+00,5.495098339800191800e-01,1.024954589975863328e+01,9.220170582181975716e-01,5.580632917650969915e+00,2.725792861837352365e+00,3.265090019179046066e-01,2.230779484788344980e-02,4.652178297035871601e+00,6.870438495091611308e+00,4.540308023713945040e+00,9.071485791335386750e+01,9.356141167889812493e+01,5.516107245275325965e+01,4.799283367437237935e+00,5.099964884654354380e-01,1.083434072290679140e+01,3.535423236048065299e-01,4.088618645009749919e+00,4.180547966998194056e+02,1.780829989022003021e+06
4.323039998166873232e+00,7.352182082418438291e+00,9.424624588801927771e+00,7.499932128408112852e+00,3.913992630019535568e+00,2.025611025279082877e+00,5.973854787615182182e+00,7.805842420309890173e+00,1.718912537509621696e+00,2.753563182279752386e+00,3.076460397041816137e-03,2.101211823411628377e+00,1.401494604108721731e+00,1.208792203290911527e+00,9.425070884489933576e+01,1.738098240022421592e+01,8.710868587351528447e+01,5.067444539660206360e+00,4.766093129848743004e-01,1.025580290925334914e+01,3.075481084887095040e-01,4.141605632307214790e+00,7.866000688858224521e+02,1.781762050481604645e+06
2.421994882039378183e+00,1.969737136665828725e+00,2.541227654249736290e+00,1.698305891296438830e+00,2.796705607831742491e+00,7.889816049384597463e+00,4.956519919118576922e+00,9.374783689986236013e+00,3.651939386386647168e+00,4.194592941228156846e+00,4.955181325625712500e-03,3.084901878786372453e+00,4.865342671803527530e+00,7.999707930412262691e+00,3.986004781871778135e+01,1.292660090263905914e+01,3.065661225170132553e+01,5.498060975059559041e+00,4.781244980120860633e-01,1.144776362565551331e+01,3.459667905720665293e-01,4.691912544000000906e+00,5.145880056806556695e+02,1.782180188706739107e+06
7.613108892587150400e+00,6.380951540185139770e+00,4.320555223996859873e+00,2.871681632908916981e+00,8.987028610289444774e-01,9.405369207966776557e+00,9.208484112987747494e+00,3.338886852296714558e+00,7.064444654366195842e+00,8.293679538132288087e-01,7.140629026241436875e-03,3.112145479408743753e+00,7.446959332442518731e-01,2.753526353530211246e+00,7.558296817098995746e+01,6.041628598284428620e+01,1.338212201951554725e+01,5.084028250339518884e+00,5.285216818625027013e-01,1.058451986058929783e+01,3.285897185102244489e-01,4.193864561046457773e+00,7.499062997985847687e+02,1.783508917382674757e+06
7.703798884140165448e+00,1.893879364612480076e+00,7.588754413126058473e+00,6.569187452384488424e+00,9.727933432260961411e+00,1.742803952414935464e+00,9.935574365355988036e+00,1.431825129635120541e+00,2.463197994870771623e+00,1.914989111751738138e+00,1.189553966698115965e-02,1.983410620347189735e+00,5.006480426517191162e+00,6.674277848622063303e+00,3.877030520674144221e+00,7.037759792101296874e+00,4.477857310810892955e+01,4.913743980364839281e+00,4.691191499999999848e-01,1.065075144937235585e+01,3.003182369999999879e-01,4.103876639592099806e+00,9.191070232671158635e+01,1.785006658700205386e+06
7.661600813326748138e+00,2.739064586866214235e+00,4.658647446814945248e+00,9.382363985477814694e+00,1.019395555332745618e+00,9.188211759511135668e+00,6.522449702231478241e+00,1.772408199428216369e+00,5.598315921981095400e+00,3.127715740277269063e+00,7.427435916869376455e-04,2.661011258864353302e+00,9.642127171514388806e+00,8.971295511262258771e+00,6.370142164024409936e+01,9.184712401979638230e+01,6.151716006110883939e+01,4.866459735096742456e+00,4.740543145204051956e-01,1.059128644139695830e+01,3.211352031213032254e-01,4.159970675138819907e+00,9.071993862805503568e+02,1.785795624241863610e+06
8.146191898562236133e+00,3.146052906281248673e-01,1.254675488635851099e+00,3.458095454730004459e+00,6.702219383046776890e+00,7.984197543040106204e+00,5.457534421680712455e+00,9.379318988807030522e+00,6.651898205655879082e+00,9.383772974459620997e+00,1.986214040771478622e-04,2.447331034151027485e+00,4.569727696719009025e+00,9.215959426774970709e+00,7.862237342453784095e+01,7.800696832900017341e+01,7.403437252048797745e+01,4.999920986613970442e+00,4.691191499999999848e-01,1.045786303446861965e+01,3.670556229999999975e-01,4.258458392250186186e+00,4.032034761895889119e+02,1.786829237686947919e+06
8.266976396552140116e+00,2.750799059348822517e+00,2.535048080970832896e+00,8.022628969050963121e+00,5.804645420599831240e+00,3.908410569507517085e+00,4.290014102681739772e+00,1.687685171024076780e+00,8.196543234928402200e+00,3.952512186387079574e+00,3.081170524433666028e-04,3.529323537794303078e+00,5.715277902670411692e+00,3.417478164646894800e+00,1.841057715937865069e+01,3.624789312643150652e+01,6.929073299861619262e+01,5.036364239029262002e+00,4.691191513705014748e-01,1.035449394857101169e+01,3.494021685245277120e-01,4.209437007757227178e+00,2.968009207684292505e+02,1.788546038883786881e+06
1.680469447070748634e+00,7.676986722007096198e+00,2.847483938160256134e+00,6.031188204584647661e-01,1.102415328797056837e+00,7.901389718708810683e+00,4.642907454070877016e+00,8.332888519559139340e+00,8.318059134933415422e+00,1.563612224584305155e+00,4.785029810058733304e-03,3.386509519973480042e+00,6.514460613216553675e+00,1.036218554013479931e+01,6.131207044380767002e+01,2.261053647236125741e+01,1.054250649453272501e+02,5.320180503625687507e+00,4.937345560783792386e-01,1.113974033747856751e+01,3.003182369999999879e-01,3.969071114431273362e+00,5.533785282194618276e+02,1.789837738088181475e+06
3.824637557506745722e+00,7.984993227555372552e-01,3.589560737641639410e+00,8.887283056142347704e+00,5.652232063704085707e-01,4.168033949186333409e+00,3.158089150918626853e+00,8.402518138063754805e+00,2.604484975531555335e+00,3.105289437740806902e-01,8.619033420535495219e-03,4.102001854591139640e+00,7.803994368132434190e+00,8.507572448767458440e+00,5.350397596261311151e+01,5.044625621655833925e+01,9.499718775394732972e+01,5.222803916248021316e+00,5.323654940920807821e-01,1.087205087058869246e+01,3.355120791657530965e-01,4.452218041534629300e+00,2.237643220746384145e+02,1.790176882539750310e+06
2.328722688784365058e+00,6.103544779583844004e+00,6.943102942918330633e+00,3.302714446981861673e+00,4.723764934860875009e+00,6.112455046651590784e+00,6.050402133393260939e+00,9.038769785536734602e+00,3.275374743642409658e+00,9.490028807430407554e+00,2.001734612314463695e-03,4.387973153049328445e+00,5.218606716066351847e-01,4.849097268469820143e+00,1.877100197572467621e+01,2.035658807875094922e+01,2.071196663270491456e+01,4.818478260682879544e+00,4.691191499999999848e-01,1.044628228821020066e+01,3.097927130665604767e-01,4.109784102329622435e+00,8.262681065235477718e+02,1.790945644481026800e+06
5.163346349275021119e+00,5.399321983428688299e+00,3.675581348499136425e+00,8.519617682209428722e+00,2.483976253020788061e+00,4.483542604847569280e+00,6.119405407862252844e+00,7.693000834655520315e+00,9.666366080221864721e+00,1.476891735677793527e+00,2.790066782223528472e-03,1.605547540516157889e+00,7.171173624010612535e+00,4.626266830968149613e+00,6.852174475318668101e+01,1.794254579274214478e+01,5.030121935829871660e+01,4.969627346006279645e+00,5.244098096943951015e-01,1.047387993440805154e+01,3.316599384665766537e-01,4.239464887951325700e+00,3.589971533416259035e+02,1.790974868687010370e+06
2.050141893721298736e+00,8.056050113904611010e+00,8.315316426261150085e+00,5.432260047233661737e+00,8.230666074580990088e-01,5.488743761098864304e+00,1.228300706390190289e+00,1.512794546547281405e+00,3.546135865060867087e-01,8.322974757914353150e-01,4.269058049542425771e-03,1.289499525949637126e+00,5.131024535213383864e+00,4.203351104435025576e+00,6.767405936827144330e+01,9.102487363615605886e+01,2.191782463369981215e+01,4.945060645817862977e+00,5.117040769737022377e-01,1.052676315669375207e+01,3.247672432210265137e-01,4.215684759306705942e+00,8.199162404092845691e+02,1.792566600336683681e+06
1.380067902942607505e+00,8.602940856220959998e-02,9.764118416965088088e+00,7.880084811625758690e+00,8.821416061239617079e+00,5.516677046007951724e+00,1.286121265956967408e+00,7.092457019479611269e+00,1.941478800064492027e+00,8.627429543365292552e-01,5.418200538132570375e-03,1.898943791395002467e+00,7.572278519052012768e+00,7.351031462162950447e+00,6.439861359761454196e+01,6.329486179941040547e+01,5.283199259174173079e+01,5.000000000000000000e+00,5.212434999999999707e-01,1.041064017999999969e+01,3.336869299999999927e-01,4.265375040000000340e+00,4.055607982977520720e+01,1.793423812141170725e+06
1.892224898845952685e+00,8.762252883382053881e+00,9.390934156441726799e+00,8.315350346289944738e+00,1.988559731952384668e+00,7.985290206294441084e+00,8.025118088455581500e+00,3.841014193926520992e+00,6.008658174274900787e+00,1.340188484778280564e+00,7.594310741465549498e-03,1.895619187701954811e+00,5.700309465158670541e+00,8.185941346474862712e+00,9.935478297299437145e+01,5.875346180910177907e+01,8.327784854492804811e+01,4.971489817346144591e+00,5.242156548424381501e-01,1.047000203032052568e+01,3.317842112290851353e-01,4.241053715265763913e+00,2.801737884802571443e+02,1.795545435938745039e+06
9.031897519602952173e-02,1.267718906147568436e+00,5.495739501791271131e+00,5.239023121421302776e+00,4.624661290719711104e+00,8.429802599388906970e+00,7.035337129576234361e+00,1.203284597695029712e+00,8.579976829620088452e+00,9.040438736081021887e+00,1.241347419506919287e-03,3.234088213112149113e+00,1.638662227328094190e+00,7.988787267346679322e+00,7.209580326034952691e+01,5.025517884603342367e+01,5.789223619897944673e+01,5.010324125451996125e+00,4.691191499999999848e-01,1.045904249918683604e+01,3.030679701512510316e-01,4.257242730802804687e+00,8.134594086226582021e+02,1.796363446995378705e+06
5.557980122934146117e+00,2.125010382456096636e+00,6.819239619106560291e+00,5.471118357538915511e+00,6.059354455476500867e+00,4.553081119322388126e+00,9.087785460646182756e+00,8.661590252404623769e+00,1.194021050290312441e-01,5.902558612060537335e+00,3.574434034091454951e-03,3.583337971943564959e+00,9.078837000166309901e-01,2.768387346759246359e+00,8.668231156231995271e+01,6.447910934773048552e+01,1.717344850430124836e+01,4.676970227411876735e+00,4.792747542736918165e-01,1.068323671149834198e+01,3.241787025858260396e-01,4.050441974914845922e+00,4.951698036219061123e+02,1.796551910067813937e+06
1.077534105191149116e+00,6.869341640959681250e+00,6.589245154562504148e+00,4.824581800038640012e+00,5.243137537227121392e+00,1.024746307731501460e+01,9.964897578974559522e+00,1.077067902182412595e+01,5.261915486400978281e+00,8.657930732058868983e+00,1.988044387494978388e-03,3.151542747383593746e+00,2.849775681521589998e+00,8.342355409571080571e+00,4.874954796030780813e+01,3.349091461226310429e+01,4.391090153251720807e+01,5.409273704172923303e+00,5.733678500000000122e-01,1.145170419795611849e+01,3.593523077260636911e-01,4.262676568386068787e+00,5.578108868727066465e+02,1.799589749641192611e+06
9.483476493547458475e+00,8.838105717712041454e+00,5.637199027345525693e+00,3.399221254086637778e+00,4.821524213866802633e+00,6.798929577264125612e+00,2.847157771755657318e+00,2.931471246717195278e+00,1.337011595655627438e+00,5.035899367161792206e+00,2.412371909316765074e-03,8.148823717853689530e+00,4.132015233156500322e+00,9.328282041572530048e+00,2.687167603349648815e+01,4.677875729053312170e+01,2.304582137566991662e+01,4.964649805187299592e+00,4.691191499999999848e-01,1.043255110373759287e+01,3.003182369999999879e-01,4.028541768413081314e+00,2.351813886239991689e+02,1.801924959682903020e+06
